Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Région;Libellé Région;id_filiere;Consommation totale (MWh)
GRT Gaz;2013;Gaz;0.0;0;0;0.0;28584724.11;176;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;200;28584724.11
GRT Gaz;2013;Gaz;0.0;0;0;0.0;30941863.78;146;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;200;30941863.78
GRT Gaz;2013;Gaz;0.0;0;0;0.0;1473247.16;27;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;200;1473247.16
Régie municipale gaz-électricité de Carmaux;2013;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;103387.0;6199;0;0.5;23388.0;153;0;1.0;76;Occitanie;200;126775.0
Régie municipale multiservices de La Réole;2013;Gaz;1118.81;1;0;1.0;4408.07;22;0;0.8;4544.53;110;0;0.8;16461.82;1175;2;0.82;29.7;1;0;0.8;75;Nouvelle-Aquitaine;200;26562.93
Réseau GDS;2013;Gaz;16569.0;13;0;0.823;665767.0;122;0;0.919;2273554.0;1408;0;0.9;1932601.0;107324;3;0.5;1994.0;5;0;0.92;44;Grand Est;200;4890485.0
Vialis;2013;Gaz;1635.86;19;0;0.6;257556.52;215;0;0.932;199489.37;1747;0;0.814;368841.44;29760;0;0.739;38173.0;853;0;0.544;44;Grand Est;200;865696.19
EdF-SEI;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1433212.0;0;0;0.0;02;Martinique;100;1433212.0
EdF-SEI;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;776460.0;0;0;0.0;03;Guyane;100;776460.0
Enedis;2014;Electricité;248042.83;1549;0;0.926;7110518.8;6428;0;0.951;7014261.71;26604;0;0.942;14875809.27;2875491;23;0.414;117016.53;549;0;0.697;32;Hauts-de-France;100;29365649.14
Enedis;2014;Electricité;139370.04;1481;0;0.935;6380934.99;6505;0;0.957;4714074.46;19545;0;0.942;11547873.63;2238669;67;0.417;56046.08;387;0;0.685;44;Grand Est;100;22838299.2
Enedis;2014;Electricité;375349.85;2968;0;0.949;4919719.92;6265;0;0.961;4725553.76;19425;0;0.948;11725984.83;2128201;3;0.414;5592.55;244;0;0.777;52;Pays de la Loire;100;21752200.91
Enedis;2014;Electricité;217655.2;3055;0;0.948;3431303.41;8142;0;0.945;7438223.15;31626;0;0.933;18781319.15;3670217;11;0.418;14663.58;507;0;0.789;76;Occitanie;100;29883164.49
Enedis;2014;Electricité;142898.14;1395;0;0.943;2265527.34;5471;0;0.94;8101347.18;33050;0;0.945;17555660.67;3334767;11;0.419;27732.47;559;0;0.591;93;Provence-Alpes-Côte d'Azur;100;28093165.8
Energies-services Sainte Marie aux Chênes;2014;Electricité;0.0;0;0;0.0;10659.0;20;0;1.0;5349.0;48;0;1.0;10028.0;2038;0;0.93;897.0;66;0;1.0;44;Grand Est;100;26933.0
Gascogne Energies Services;2014;Electricité;157.0;26;0;1.0;5229.0;6;0;1.0;20689.0;589;0;1.0;14515.0;3276;0;1.0;851.0;150;0;1.0;75;Nouvelle-Aquitaine;100;41441.0
Gignac Energie;2014;Electricité;0.0;0;0;0.0;3758.0;5;0;1.0;1774.0;26;0;0.5;17274.0;2948;0;0.5;0.0;0;0;0.0;76;Occitanie;100;22806.0
Régie d'électricité de Sainte Marie de Cuines;2014;Electricité;0.0;0;0;0.0;1318.0;1;0;1.0;1326.0;6;0;1.0;2483.0;437;0;1.0;136.0;12;0;1.0;84;Auvergne-Rhône-Alpes;100;5263.0
Régie de Saint Paul Cap de Joux;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;85.0;2;0;1.0;1935.0;332;0;0.82;0.0;0;0;0.0;76;Occitanie;100;2020.0
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;2014;Electricité;150.63;3;0;0.9;34443.01;87;0;0.9;45377.39;423;0;0.9;111314.27;22736;0;0.9;901.75;19;0;0.9;84;Auvergne-Rhône-Alpes;100;192187.05
Régie électrique de La Chapelle;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1084.0;208;0;1.0;51.0;6;0;1.0;84;Auvergne-Rhône-Alpes;100;1135.0
Régie électrique de Tignes;2014;Electricité;2515.0;120;0;0.9;557.0;42;0;0.9;55229.0;688;0;0.9;11540.0;5450;0;0.9;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;69841.0
Régie municipale d'électricité de l'Hospitalet Près L'Andorre;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;320.0;22;0;1.0;316.0;92;0;1.0;185.0;26;0;1.0;76;Occitanie;100;821.0
Régie municipale d'électricité de Martres Tolosane;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6070.0;1233;0;1.0;3381.0;206;0;1.0;76;Occitanie;100;9451.0
Régie municipale d'électricité de Merens les Vals;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;81.0;10;0;1.0;767.0;236;0;1.0;165.0;25;0;1.0;76;Occitanie;100;1013.0
Régie municipale d'électricité de Miramont les Comminges;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2480.0;476;0;0.0;0.0;0;0;0.0;76;Occitanie;100;2480.0
Régie municipale de Presle;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1386.0;289;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;1386.0
Régie municipale de Saint-Avre;2014;Electricité;0.0;0;0;0.0;295.0;1;0;1.0;839.0;28;0;1.0;2811.0;530;0;1.0;160.0;10;0;1.0;84;Auvergne-Rhône-Alpes;100;4105.0
RTE;2014;Electricité;0.0;0;0;0.0;3215443.76;44;0;1.0;3742415.14;82;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;11;Île-de-France;100;6957858.9
RTE;2014;Electricité;0.0;0;0;0.0;835586.25;22;0;1.0;628404.56;52;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;24;Centre-Val de Loire;100;1463990.81
Syndicat d'électricité synergie Maurienne;2014;Electricité;0.0;0;0;0.0;2457.73;44;0;1.0;10393.52;354;0;0.8;14164.4;2782;0;0.5;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;27015.65
Vialis;2014;Electricité;528.67;26;0;0.789;48938.66;394;0;0.803;147335.3;6231;0;0.602;107477.9;36629;0;0.686;156453.0;610;0;0.583;44;Grand Est;100;460733.53
Energies Services Lavaur;2014;Gaz;0.0;0;0;0.0;1735.0;3;0;1.0;14177.0;12;0;1.0;16966.0;979;0;0.82;0.0;0;0;0.0;76;Occitanie;200;32878.0
Gascogne Energies Services;2014;Gaz;1500.0;2;0;1.0;10095.0;1;0;1.0;275.0;8;0;1.0;415.0;306;0;1.0;0.0;0;0;0.0;76;Occitanie;200;12285.0
GRDF;2014;Gaz;130971.0;83;0;1.0;2742047.0;672;0;0.999;2288430.0;2491;0;0.999;6300038.0;422208;40;0.133;71295.0;68;16;1.0;24;Centre-Val de Loire;200;11532781.0
GRDF;2014;Gaz;21042.0;32;0;1.0;5043834.0;665;0;1.0;3365227.0;2844;0;1.0;7654966.0;506640;62;0.138;85141.0;108;38;1.0;28;Normandie;200;16170210.0
GRDF;2014;Gaz;107129.0;58;0;0.98;6016532.0;1137;0;0.999;4346749.0;4610;0;0.999;15581852.0;944729;64;0.125;406247.0;172;41;0.999;44;Grand Est;200;26458509.0
GRDF;2014;Gaz;720817.0;155;0;1.0;4029317.0;561;0;1.0;2204252.0;2318;0;0.998;5732410.0;467029;40;0.0859;31020.0;54;28;1.0;53;Bretagne;200;12717816.0
GRT Gaz;2014;Gaz;0.0;0;0;0.0;12682355.56;121;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;11;Île-de-France;200;12682355.56
GRT Gaz;2014;Gaz;0.0;0;0;0.0;3880007.05;58;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;27;Bourgogne-Franche-Comté;200;3880007.05
GRT Gaz;2014;Gaz;0.0;0;0;0.0;25311714.68;171;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;200;25311714.68
GRT Gaz;2014;Gaz;0.0;0;0;0.0;4114216.89;43;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;52;Pays de la Loire;200;4114216.89
Regaz Bordeaux;2014;Gaz;16519.09;193;0;0.961;348867.26;1120;0;0.963;478638.99;7103;0;0.961;1007119.98;210269;0;0.96;972.95;6;0;0.963;75;Nouvelle-Aquitaine;200;1852118.27
Régie municipale gaz-électricité de Carmaux;2014;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;71500.0;6150;0;0.5;21192.0;148;0;1.0;76;Occitanie;200;92692.0
Réseau GDS;2014;Gaz;11492.0;11;0;0.856;816255.0;127;0;0.93;1776061.0;1407;0;0.91;1489866.0;106460;3;0.5;5243.0;11;0;0.92;44;Grand Est;200;4098917.0
Coopérative d'électricité de Saint Martin de Londres;2015;Electricité;1433.05;25;0;1.0;14952.29;62;0;1.0;68263.97;263;0;1.0;265097.94;37362;0;1.0;1467.21;30;0;1.0;76;Occitanie;100;351214.46
Coopérative d'électricité de Villiers sur Marne;2015;Electricité;0.0;0;0;0.0;1093.0;12;0;1.0;16481.0;70;0;1.0;51919.0;12336;0;1.0;21.0;1;0;1.0;11;Île-de-France;100;69514.0
EdF-SEI;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1406343.0;226597;0;1.0;02;Martinique;100;1406343.0
EdF-SEI;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;793532.0;80726;0;1.0;03;Guyane;100;793532.0
Enedis;2015;Electricité;72506.19;811;0;0.945;4653214.92;11648;0;0.934;25087333.26;81893;0;0.952;29860864.3;6309009;94;0.396;136749.63;1275;0;0.617;11;Île-de-France;100;59810668.300000004
Enedis;2015;Electricité;79375.05;779;0;0.949;3967184.52;5226;0;0.968;3547215.32;14719;0;0.958;8653837.23;1678357;22;0.419;25202.04;295;0;0.843;27;Bourgogne-Franche-Comté;100;16272814.16
Enedis;2015;Electricité;115942.17;876;0;0.933;4830681.45;4678;0;0.961;4338654.49;17584;0;0.953;11046117.38;1915881;12;0.403;6682.6;222;0;0.683;28;Normandie;100;20338078.090000004
Enedis;2015;Electricité;494382.0;5148;0;0.968;4632827.63;8579;0;0.957;7468790.22;31474;0;0.951;18511290.68;3418135;8;0.416;12452.22;453;0;0.86;75;Nouvelle-Aquitaine;100;31119742.75
Enedis;2015;Electricité;243108.41;3132;0;0.968;3508526.14;8201;0;0.961;7638233.19;32270;0;0.953;19344035.27;3698199;18;0.422;13896.85;526;0;0.858;76;Occitanie;100;30747799.86
Energies-services Sainte Marie aux Chênes;2015;Electricité;0.0;0;0;0.0;11954.0;18;0;1.0;5395.0;54;0;1.0;10203.0;2053;0;0.92;955.0;64;0;1.0;44;Grand Est;100;28507.0
Energies et services d'Hagondange;2015;Electricité;0.0;0;0;0.0;4092.0;8;0;1.0;16851.0;1046;0;0.98;16635.0;4468;0;0.98;0.0;0;0;0.0;44;Grand Est;100;37578.0
Energies et services Pierrevillers;2015;Electricité;0.0;0;0;0.0;167.0;1;0;1.0;711.0;29;0;1.0;3.0;643;0;1.0;0.0;0;0;0.0;44;Grand Est;100;881.0
Gaz de Barr;2015;Electricité;0.0;0;0;0.0;2056.0;5;0;0.0;5227.0;45;0;0.0;17501.0;3933;0;0.0;0.0;0;0;0.0;44;Grand Est;100;24784.0
Gazelec de Péronne;2015;Electricité;21.0;2;0;1.0;20385.0;20;0;1.0;11840.0;93;0;1.0;25968.0;4725;0;1.0;0.0;0;0;0.0;32;Hauts-de-France;100;58214.0
Gedia;2015;Electricité;0.0;0;0;0.0;44945.0;35;0;1.0;54933.0;274;0;1.0;68356.0;15360;0;0.7;0.0;0;0;0.0;24;Centre-Val de Loire;100;168234.0
GÉRÉDIS;2015;Electricité;0.0;0;0;0.0;162.83;12;0;1.0;0.18;1;0;1.0;521.14;80;7;1.0;0.66;1;0;1.0;52;Pays de la Loire;100;684.81
Groupement Elise - Régie du Moutaret;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;785.0;148;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;785.0
Régie communale de distribution d'électricité et d'eau Mitry Mory;2015;Electricité;0.0;0;0;0.0;3340.0;22;0;1.0;0.0;0;0;0.0;28359.0;5026;0;1.0;0.0;0;0;0.0;11;Île-de-France;100;31699.0
Régie d'électricité d'Elbeuf;2015;Electricité;0.0;0;0;0.0;6139.76;12;0;0.0;0.0;0;0;0.0;46228.71;9809;0;0.0;6587.19;68;0;0.0;28;Normandie;100;58955.66
Régie d'électricité de Bitche;2015;Electricité;0.0;0;0;0.0;8689.0;13;0;0.0;6170.0;48;0;0.0;13178.0;2626;0;0.0;0.0;0;0;0.0;44;Grand Est;100;28037.0
Régie d'électricité de Roquebillière;2015;Electricité;21.0;5;0;1.0;0.0;0;0;0.0;1335.0;107;0;1.0;4820.0;1174;0;1.0;753.0;49;0;1.0;93;Provence-Alpes-Côte d'Azur;100;6929.0
Régie d'électricité de Sainte Marie de Cuines;2015;Electricité;0.0;0;0;0.0;1361.0;1;0;1.0;1348.0;7;0;1.0;2596.0;433;0;1.0;141.0;12;0;1.0;84;Auvergne-Rhône-Alpes;100;5446.0
Régie d'électricité du Morel;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2520.0;397;0;1.0;84;Auvergne-Rhône-Alpes;100;2520.0
Régie électrique de Gervans;2015;Electricité;148.0;7;0;1.0;188.0;2;0;1.0;241.0;19;0;1.0;1873.0;279;0;1.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;2450.0
Régie électrique de Petit-Coeur;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;1350.0;18;0;1.0;2644.0;463;0;1.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;3994.0
Régie électrique de Saint Laurent de Cerdans;2015;Electricité;97.93;7;0;1.0;570.76;47;0;1.0;0.0;0;0;0.0;2858.4;934;0;1.0;401.64;38;0;1.0;76;Occitanie;100;3928.73
Régie électrique de Sainte-Foy-Tarentaise;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;466.0;37;0;1.0;7890.0;1009;0;1.0;1570.0;123;0;1.0;84;Auvergne-Rhône-Alpes;100;9926.0
Régie électrique de Villaroger;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;3600.0;5;0;1.0;2520.0;377;0;1.0;220.0;36;0;1.0;84;Auvergne-Rhône-Alpes;100;6340.0
Régie électrique de Villeneuve-Au-Chêne;2015;Electricité;78.0;6;0;0.95;0.0;0;0;0.0;36.75;6;0;0.95;1174.0;212;0;0.95;30.67;5;0;0.95;44;Grand Est;100;1319.42
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;2015;Electricité;54.0;0;0;0.0;32020.0;22;0;1.0;11171.0;70;0;1.0;30330.0;5641;0;0.9;0.0;0;0;0.0;44;Grand Est;100;73575.0
Régie municipale d'électricité d'Allevard;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;20391.0;3185;0;0.0;84;Auvergne-Rhône-Alpes;100;20391.0
Régie municipale d'électricité de Gandrange;2015;Electricité;0.0;0;0;0.0;779.0;2;0;1.0;971.0;10;0;1.0;5543.0;1730;0;1.0;0.0;0;0;0.0;44;Grand Est;100;7293.0
Régie municipale d'électricité de La Bresse;2015;Electricité;0.0;0;0;0.0;11780.0;21;0;0.95;10399.0;49;0;0.95;19845.0;4300;0;0.5;1854.0;14;0;0.95;44;Grand Est;100;43878.0
Régie municipale d'électricité de la Ferrière;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3930.0;905;0;0.0;84;Auvergne-Rhône-Alpes;100;3930.0
Régie municipale d'électricité de Loos;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;26124.0;1202;0;0.0;34655.0;10687;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;100;60779.0
Régie municipale d'électricité de Miramont les Comminges;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2371.0;475;0;0.0;0.0;0;0;0.0;76;Occitanie;100;2371.0
Régie municipale d'électricité de Quie;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;1.0;2;0;1.0;994.0;174;0;1.0;95.0;8;0;1.0;76;Occitanie;100;1090.0
Régie municipale d'électricité de Saint Martin sur La Chambre;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;206.0;4;0;1.0;2492.0;328;0;1.0;82.0;12;0;1.0;84;Auvergne-Rhône-Alpes;100;2780.0
Régie municipale d'électricité de Saverdun;2015;Electricité;645.05;62;0;1.0;7129.91;10;0;1.0;5742.84;266;0;1.0;9594.22;2171;0;1.0;331.96;93;0;1.0;76;Occitanie;100;23443.979999999996
Régie municipale d'électricité de Tarascon sur Ariège;2015;Electricité;0.0;0;0;0.0;5.0;2632;0;1.0;4945.0;287;0;0.5;7451.0;1634;0;0.5;1097.0;93;0;0.5;76;Occitanie;100;13498.0
Régie municipale d'électricité de Tours en Savoie;2015;Electricité;0.0;0;0;0.0;1439.0;17;0;1.0;209.0;22;0;1.0;2728.0;488;0;1.0;118.0;15;0;1.0;84;Auvergne-Rhône-Alpes;100;4494.0
Régie municipale d'energie électrique de Quillan;2015;Electricité;0.0;0;0;0.0;3586.52;5;0;0.0;2264.86;25;0;0.0;11375.2;2589;0;0.0;0.0;0;0;0.0;76;Occitanie;100;17226.58
Régie municipale gaz-électricité de Carmaux;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;25715.0;6411;0;0.5;7309.0;55;0;1.0;76;Occitanie;100;33024.0
RTE;2015;Electricité;0.0;0;0;0.0;4516997.23;53;0;1.0;225493.45;16;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;28;Normandie;100;4742490.680000001
RTE;2015;Electricité;0.0;0;0;0.0;11390312.33;103;0;1.0;1422362.59;32;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;100;12812674.92
RTE;2015;Electricité;0.0;0;0;0.0;572193.49;14;0;1.0;124389.54;6;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;100;696583.03
RTE;2015;Electricité;0.0;0;0;0.0;1888171.49;44;0;1.0;475944.66;96;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;100;2364116.15
S.E.R. Des cantons de Lassigny et limitrophes;2015;Electricité;1360.0;22;0;1.0;60397.0;46;0;1.0;9969.0;66;0;1.0;80903.0;12116;2;0.887;0.0;0;0;0.0;32;Hauts-de-France;100;152629.0
SDED d'Erôme;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;34.0;1;0;0.0;2240.0;433;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;2274.0
SICAE de l'Aisne;2015;Electricité;4298.0;21;0;1.0;11255.0;29;0;1.0;5040.0;20;0;1.0;63363.0;11752;0;1.0;3233.0;37;0;1.0;32;Hauts-de-France;100;87189.0
SICAE de la Somme et du Cambraisis;2015;Electricité;43115.0;286;0;1.0;101062.0;72;0;1.0;27991.0;170;0;1.0;194576.0;29646;0;0.738;0.0;0;0;0.0;32;Hauts-de-France;100;366744.0
SICAE du Carmausin;2015;Electricité;3490.0;161;0;1.0;2334.0;10;0;1.0;3281.0;371;0;1.0;27343.0;4928;0;1.0;3371.0;157;0;1.0;76;Occitanie;100;39819.0
Société d'intérêt collectif agricole;2015;Electricité;52.0;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;2276.0;428;0;0.91;0.0;0;0;0.0;32;Hauts-de-France;100;2328.0
Usines municipales d'Erstein;2015;Electricité;722.0;6;0;1.0;38493.0;46;0;1.0;30335.0;132;0;1.0;64422.0;12247;0;0.822;0.0;0;0;0.0;44;Grand Est;100;133972.0
Energie et services de Seyssel;2015;Gaz;0.0;0;0;0.0;893.06;2;0;0.9;2972.0;3;0;0.9;5032.75;282;0;0.9;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;200;8897.81
Gascogne Energies Services;2015;Gaz;1520.0;23;0;1.0;87440.0;27;0;1.0;37570.0;149;0;1.0;37340.0;1748;0;1.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;163870.0
Gaz électricité de Grenoble;2015;Gaz;0.0;0;0;0.0;63353.0;179;0;0.569;254016.0;2141;0;0.495;248827.0;39685;2;0.597;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;200;566196.0
Gazelec de Péronne;2015;Gaz;0.0;0;0;0.0;20696.0;31;0;1.0;16200.0;247;0;1.0;25992.0;2069;0;1.0;0.0;0;0;0.0;32;Hauts-de-France;200;62888.0
Gedia;2015;Gaz;2292.0;2;0;1.0;53345.0;28;0;1.0;66683.0;100;0;1.0;259590.0;12863;2;0.701;0.0;0;0;0.0;24;Centre-Val de Loire;200;381910.0
Gedia;2015;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;680.0;1;0;1.0;5828.0;274;0;0.7;0.0;0;0;0.0;28;Normandie;200;6508.0
GRDF;2015;Gaz;121523.0;115;0;0.979;2461729.0;1221;0;0.987;13029278.0;13508;0;0.998;41054554.0;2627819;170;0.247;1586975.0;1457;138;0.898;11;Île-de-France;200;58254059.0
GRDF;2015;Gaz;21314.0;33;0;1.0;5011750.0;674;0;0.997;3423602.0;2891;0;0.997;7880402.0;523340;59;0.113;109063.0;177;40;0.764;28;Normandie;200;16446131.0
GRDF;2015;Gaz;196555.0;177;0;0.988;2829201.0;887;0;0.999;2991703.0;3621;0;0.996;10615088.0;758702;63;0.0657;79475.0;111;43;0.598;75;Nouvelle-Aquitaine;200;16712022.0
GRDF;2015;Gaz;73210.0;85;0;0.988;2459979.0;651;0;0.987;3172266.0;3881;0;0.994;10316201.0;865472;94;0.0658;114558.0;197;37;0.782;76;Occitanie;200;16136214.0
Groupement Elise - Régie de Villard-Bonnot;2015;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;27618.0;1561;0;0.0;84;Auvergne-Rhône-Alpes;200;27618.0
GRT Gaz;2015;Gaz;0.0;0;0;0.0;13390433.96;119;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;11;Île-de-France;200;13390433.96
GRT Gaz;2015;Gaz;0.0;0;0;0.0;27185431.23;171;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;200;27185431.23
GRT Gaz;2015;Gaz;0.0;0;0;0.0;4065727.3;62;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;4065727.3
GRT Gaz;2015;Gaz;0.0;0;0;0.0;831560.32;8;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;200;831560.32
Regaz Bordeaux;2015;Gaz;18409.78;196;0;0.961;615099.35;1141;0;0.963;1188979.7;7053;0;0.961;2206303.16;212699;0;0.96;18514.52;4;0;0.97;75;Nouvelle-Aquitaine;200;4047306.5100000002
Régie du syndicat électrique intercommunal du Pays Chartrain (RSEIPC);2015;Gaz;0.0;0;0;0.0;369.1;2;0;1.0;2484.22;8;0;0.699;4018.93;245;0;0.711;952.9;11;0;0.8;24;Centre-Val de Loire;200;7825.15
Réseau GDS;2015;Gaz;11887.0;10;0;0.92;889315.0;132;0;0.931;1919529.0;1442;0;0.918;1633831.0;105489;3;0.5;12696.0;16;0;0.92;44;Grand Est;200;4467258.0
Sorégies;2015;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;106119.54;7705;40;1.0;67359.82;52;0;1.0;75;Nouvelle-Aquitaine;200;173479.36
TIGF;2015;Gaz;130730.77;15;0;1.0;2766959.8;56;0;1.0;3642.41;2;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;2901332.98
Veolia eau;2015;Gaz;0.0;0;0;0.0;35638.41;22;0;1.0;68054.12;126;0;1.0;137296.03;7780;0;0.5;0.0;0;0;0.0;44;Grand Est;200;240988.56
Energies Services Lavaur;2016;Electricité;1341.0;18;0;1.0;7373.0;18;0;1.0;19323.0;65;0;1.0;45033.0;7012;0;0.95;0.0;0;0;0.0;76;Occitanie;100;73070.0
EdF-SEI;2016;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1896229.0;247929;0;1.0;94;Corse;100;1896229.0
Electricité de Strasbourg;2016;Electricité;0.0;0;0;0.0;3366678.6;1620;0;1.0;783575.01;6659;0;1.0;2865484.18;524101;3;0.998;0.0;0;0;0.0;44;Grand Est;100;7015737.790000001
Enedis;2016;Electricité;59848.52;808;0;0.944;4705971.22;11884;0;0.922;25207323.16;84742;0;0.944;30731174.15;6363507;238;0.413;121473.75;345;0;0.882;11;Île-de-France;100;60825790.8
Enedis;2016;Electricité;250455.74;3176;0;0.967;3519432.82;8522;0;0.935;7668588.7;33221;0;0.951;19765306.74;3745009;92;0.445;9013.62;118;0;0.902;76;Occitanie;100;31212797.62
Enedis;2016;Electricité;223552.2;2021;0;0.951;10341182.19;15418;0;0.945;11568470.41;49089;0;0.943;24741534.34;4612541;145;0.447;20932.78;248;0;0.884;84;Auvergne-Rhône-Alpes;100;46895671.92
Enedis;2016;Electricité;151972.69;1427;0;0.943;2227017.21;5656;0;0.929;8323667.67;34552;0;0.948;18380025.43;3383208;96;0.441;62671.83;168;0;0.873;93;Provence-Alpes-Côte d'Azur;100;29145354.83
Energie développement services du Briançonnais;2016;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;45619.0;10960;0;1.0;41533.0;395;0;1.0;93;Provence-Alpes-Côte d'Azur;100;87152.0
Energies et services d'Hagondange;2016;Electricité;0.0;0;0;0.0;4303.0;9;0;1.0;17408.0;1077;0;0.98;16724.0;4617;0;0.98;0.0;0;0;0.0;44;Grand Est;100;38435.0
Energies et Services ville d'Amneville;2016;Electricité;0.0;0;0;0.0;35632.0;23;0;1.0;9427.0;67;0;1.0;25560.0;5678;0;1.0;0.0;0;0;0.0;44;Grand Est;100;70619.0
GÉRÉDIS;2016;Electricité;0.0;0;0;0.0;164.43;12;0;1.0;0.19;1;0;1.0;502.12;80;7;1.0;0.66;1;0;1.0;52;Pays de la Loire;100;667.4
